"source","pic_name","detect.width","detect.length","detect.area","detect.cx","detect.cy","detect.class","confidence","truth.cx","truth.cy","truth.class","truth.width","truth.length","truth.angle","truth.area","surface_tp"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_4",48.4040554709152,58.902465843504,2851.11822406265,1090.849032,1463.46264,"complete",0.756545,1089.9184,1460.7857,"complete",78.4,33.2,0,2602.88,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_4",48.2714091789027,57.4022475267967,2770.88737815466,289.0746144,129.085488,"blurry.complete",0.694993,285.7967,124.5588,"complete",75.1104,33.80016,3.136026,2538.743537664,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_4",50.5295653106384,58.7744146905318,2969.84562569977,1974.82536,652.65912,"blurry.complete",0.690117,1977.9184,649.2857,"blurry.complete",76.8,37.6,0,2887.68,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_4",47.144502487311,55.3960735990322,2611.62032957683,565.495344,1461.376242,"complete",0.643444,563.4184,1459.7857,"complete",73.2,32.4,0,2371.68,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_4",49.8804688609892,56.8628541625938,2836.34582640423,2160.214272,941.205096,"blurry.complete",0.635445,2164.9666,939.2852,"complete",72.83704,35.8748,0.023833,2613.014242592,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_4",4.90045813260945,30.6049337302811,149.978196396529,8.119690776,1457.497962,"complete",0.484693,NA,NA,"",NA,NA,NA,NA,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",34.443962797328,36.0815613939592,1242.79195832304,2548.348128,1346.887764,"blurry.complete",0.581415,2553.041,1344.4101,"blurry.incomplete",30.3672,34.83296,0,1057.779462912,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",56.136510268084,55.7228490094683,3128.08628558691,412.26732,343.263258,"complete",0.545969,412.582,343.3689,"complete",70,37.2,0,2604,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",50.8932529770682,54.8246055967269,2790.20252200221,2015.864496,1390.170924,"blurry.complete",0.522522,2022.082,1388.8689,"blurry.complete",68.8,36,0,2476.8,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",57.1303538781179,57.8288944058992,3303.78520178933,2195.264592,148.345911,"complete",0.498915,2198.582,147.3689,"blurry.complete",74.8,40.4,0.04852,3021.92,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",52.2601172629791,50.0011002003216,2613.06335974678,343.50804,1312.92414,"blurry.complete",0.917954,344.082,1312.8689,"blurry.complete",60.8,28.8,0,1751.04,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",48.7141454902164,59.8227053934446,2914.21197415461,2143.625472,878.034816,"blurry.complete",0.915844,2150.082,872.8689,"blurry.complete",74.4,29.6,0,2202.24,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",50.561781235629,49.8640855898883,2521.21698711061,1087.074432,1367.174376,"blurry.complete",0.913848,1090.582,1367.8689,"blurry.complete",58.8,33.6,0,1975.68,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",52.3173186477687,53.6937728305956,2809.11422257917,2128.819968,418.53105,"complete",0.909504,2131.582,417.3689,"blurry.complete",69.2,37.2,0,2574.24,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",51.1212786618225,50.8352084568203,2598.76085735294,572.2812,1371.028356,"blurry.complete",0.908249,576.9432,1370.2243,"blurry.complete",64.5278,31.62276,0.038976,2040.547132728,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",52.2075623782872,62.2434701136038,3249.57984859703,1512.874584,870.11982,"blurry.complete",0.905748,1517.582,860.3689,"blurry.complete",75.6,26.8,0,2026.08,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",57.1759550076331,59.5349596846828,3403.96817631267,295.8086952,872.0055,"blurry.complete",0.905642,295.082,863.3689,"blurry.complete",76,31.6,0,2401.6,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",57.1592494681765,50.5315510466394,2888.34553228876,163.544184,1366.709274,"blurry.complete",0.905327,165.082,1364.3689,"blurry.complete",65.6,34.8,0.041084,2282.88,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",50.4674405543238,47.7762365850388,2411.14437976475,1313.727336,1311.055956,"blurry.complete",0.904113,1316.082,1310.8689,"blurry.complete",60,33.6,0,2016,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",53.47199582259,50.1904071722834,2683.78124265043,526.248576,1697.983884,"blurry.complete",0.90286,527.082,1691.3689,"blurry.complete",64.8,37.2,0,2410.56,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",50.3395269407353,45.2975155268194,2280.2555032107,1533.217896,1379.101788,"blurry.complete",0.900557,1537.0959,1377.7936,"blurry.complete",59.14384,32.79976,0.060314,1939.9037574784,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",47.4994317731146,51.6686116122349,2454.22969208691,1017.07812,1816.463394,"blurry.complete",0.900481,1020.582,1811.8689,"blurry.complete",67.6,28.8,0,1946.88,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",54.8960277411677,58.7651842302789,3225.97518372022,773.220816,1314.597924,"blurry.complete",0.893733,775.8072,1313.3096,"blurry.complete",63.76292,34.021,0.03833,2169.27830132,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",48.9040779996494,53.2043991711275,2601.9120869893,1822.737816,1330.439094,"blurry.complete",0.892615,1827.082,1327.8689,"blurry.complete",67.2,32.8,0,2204.16,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",49.76194334515,52.4065897091099,2607.85374801725,338.3539128,1815.21972,"blurry.complete",0.881727,340.582,1808.3689,"blurry.complete",74,27.6,0,2042.4,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",52.6459178928772,56.9389610748279,2997.60386965112,918.1512,143.4402756,"blurry.complete",0.881547,917.082,141.3689,"blurry.complete",68,34.8,0,2366.4,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",57.914349526153,51.3587538343812,2974.408820792,1276.039008,343.730304,"complete",0.876271,1280.8061,341.1697,"complete",68.22228,38.5784,0.077728,2631.906406752,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",47.1980397706349,52.8494227934862,2494.38915886206,1660.954896,1826.739378,"blurry.complete",0.871917,1664.582,1822.8689,"blurry.complete",71.6,31.2,0,2233.92,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",48.2456995954694,63.2830551980494,3053.1352705686,873.822168,856.831608,"blurry.complete",0.846495,877.582,853.8689,"blurry.complete",82,31.2,0,2558.4,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",57.4149291030449,56.9959209787001,3272.41676215481,1608.03792,416.855808,"complete",0.830741,1613.582,413.8689,"complete",74.8,37.6,3.125059,2812.48,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",55.2024632551355,56.4335966176824,3115.27354364275,1785.190752,144.8869032,"complete",0.80496,1785.582,144.8689,"complete",70.8,36,0,2548.8,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",54.9705461520855,57.6591016514299,3169.55230841772,127.965744,141.1734258,"complete",0.790681,129.582,138.8689,"blurry.complete",70.8,34.4,0,2435.52,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",60.7244108938572,56.7416808870377,3445.6051449926,1213.941816,1699.043364,"blurry.complete",0.775357,1222.082,1697.8689,"blurry.complete",76.8,40,0,3072,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",54.7984437884712,59.3682013167495,3253.28504267854,1057.889808,414.263484,"blurry.complete",0.772802,1059.7887,410.5277,"complete",74.94472,36.4752,0.029542,2733.623650944,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",50.9640877572031,55.699341566101,2838.6661315932,693.037296,413.569962,"blurry.complete",0.772036,693.582,410.8689,"complete",70.8,36,0,2548.8,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",47.833258912786,41.019780581612,1962.10978510592,2520.475056,1729.593324,"complete",0.769898,2525.541,1733.5679,"blurry.incomplete",52.3672,30.95924,0,1621.248712928,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",53.3689033467039,51.1448046300933,2729.5421349895,2496.08952,423.197622,"blurry.complete",0.727098,2501.082,421.8689,"blurry.complete",70.4,40,0,2816,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",55.7623722977484,54.9873786529643,3066.22668012386,570.996216,143.21448,"blurry.complete",0.720262,570.582,143.3689,"complete",67.6,35.6,0.023393,2406.56,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",51.215871596933,55.5339456301777,2844.21942866624,2397.993984,1406.441232,"complete",0.706287,2403.082,1404.8689,"blurry.complete",69.6,31.2,0,2171.52,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",28.2209252878179,36.6685550574646,1034.82055268894,36.041932368,1697.700546,"blurry.complete",0.702782,30.541,1696.5902,"blurry.incomplete",24.4328,32.57704,0,795.948302912,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",45.4130252623405,51.0165294672751,2316.8149414943,2443.223088,1847.150892,"blurry.complete",0.702593,2451.582,1845.8689,"blurry.complete",75.6,30.4,0,2298.24,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",53.8242689911011,54.9137096989852,2955.69028213741,1406.881872,148.1852394,"complete",0.699741,1408.582,146.3689,"blurry.complete",69.2,37.2,0,2574.24,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",48.7399685403446,59.5587186325017,2902.89007245137,2007.612864,1711.556406,"blurry.complete",0.668873,2012.082,1709.3689,"complete",72.8,31.6,0,2300.48,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P266_g97_8",52.0724055110513,57.7083660437878,3005.0134380123,155.2547088,408.341574,"blurry.complete",0.612579,156.082,404.8689,"blurry.complete",75.2,35.2,0,2647.04,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",53.5653984435741,53.7184301792387,2877.44911631423,1423.171296,240.6721572,"complete",0.618835,1429.7551,239.2857,"complete",69.6,37.6,0,2616.96,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",54.3802842898408,51.9238430560122,2823.63334680702,1878.39,240.5308284,"complete",0.609856,1880.7551,235.2857,"complete",68,37.6,0,2556.8,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",48.0487093352156,56.8436456192254,2731.26380591216,1604.245176,1122.190524,"complete",0.608788,1608.4237,1121.9661,"complete",72,31.2,0,2246.4,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",46.4841276440968,56.0627473014679,2606.02790164018,1182.160656,1123.497864,"complete",0.528325,1187.9237,1122.9661,"complete",73.2,34.4,3.128624,2518.08,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",50.5595520425223,49.7298530188607,2514.31909177407,1522.04508,740.942964,"complete",0.935756,1522.6937,742.1514,"complete",62.68844,37.76668,0.033607,2367.5342531792,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",52.992397593614,49.4927919752233,2622.74171036906,1024.892352,236.4950358,"complete",0.903892,1025.8983,235.6389,"complete",63.3892,37.92632,0.067532,2404.119083744,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",47.0923754262688,53.6614551911712,2527.04539378253,2476.795968,1126.775448,"blurry.complete",0.882144,2485.4237,1125.9661,"blurry.complete",73.6,33.6,0,2472.96,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",42.9482723483523,49.0463492114273,2106.45596362478,2353.026672,1666.841976,"blurry.complete",0.878544,2355.9237,1667.9661,"blurry.complete",70.8,29.6,0,2095.68,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",50.5265949798727,53.4599634952021,2701.14992316086,564.826608,754.350732,"complete",0.870869,567.2551,752.2857,"blurry.complete",68.4,35.2,0,2407.68,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",51.5277757813864,47.6638098037019,2456.0101044518,191.382264,759.930498,"blurry.complete",0.867221,194.2551,760.2857,"blurry.complete",65.2,38.4,0,2503.68,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",43.5281862763297,49.230447032636,2142.91206890356,369.109872,1131.73119,"blurry.complete",0.83494,370.9237,1132.4661,"blurry.complete",74,34,0,2516,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",49.0254471676047,51.4993040065482,2524.77640774144,600.703776,249.21594,"complete",0.807283,601.2551,247.2857,"complete",67.6,36,3.10544,2433.6,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",48.0204545879195,50.4391088807858,2422.1089374649,2462.167368,746.5203,"blurry.complete",0.802083,2467.9237,743.9661,"blurry.complete",73.2,36.8,0,2693.76,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",44.7358637488795,53.0456020364991,2373.04082518211,1800.728496,1678.238676,"blurry.complete",0.799603,1800.9237,1678.4661,"complete",70,32.4,0,2268,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",45.8837257383417,49.3843007674352,2265.93571219277,2424.891816,245.50047,"blurry.complete",0.789869,2425.7551,242.2857,"blurry.complete",64.8,32,0,2073.6,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",45.5518881139978,49.7373602583616,2265.63066957449,167.5114992,1690.477128,"blurry.complete",0.778871,170.4237,1688.4661,"blurry.complete",69.6,34,0,2366.4,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",52.6895262928841,48.1725045490423,2538.18644503084,129.2275296,253.733796,"complete",0.733927,123.2551,251.2857,"blurry.complete",65.2,41.6,0.028428,2712.32,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",49.6223649087171,48.3941833982397,2401.43382804683,920.202768,1690.525728,"blurry.complete",0.723874,922.9237,1691.4661,"complete",66,35.6,3.105379,2349.6,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",45.4408751312218,55.8130371006654,2536.19324958559,2019.950784,1125.716454,"complete",0.711484,2026.4237,1122.9661,"complete",73.6,32,0,2355.2,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",50.3609889593601,49.0929951484017,2472.37178665058,1972.97532,745.721316,"complete",0.708646,1979.9237,744.4661,"complete",63.6,38,0,2416.8,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",50.2806900102799,48.364501126261,2431.80048863136,949.701672,745.093404,"complete",0.702501,952.1776,743.4054,"complete",63.78996,36.37172,3.130293,2320.1505639312,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",46.451753003397,54.2166155958167,2518.456836337,1280.196576,1684.486692,"complete",0.697861,1286.9237,1683.4661,"complete",69.2,33.2,3.094261,2297.44,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",43.899170397444,48.0650859319163,2110.01739749298,615.874752,1690.650144,"blurry.complete",0.661709,618.4237,1692.4661,"complete",66.4,31.6,0,2098.24,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",46.1749539000446,53.0230942619237,2448.33893318205,703.632096,1130.632344,"blurry.complete",0.617138,702.9237,1126.9661,"complete",68.4,33.6,3.121942,2298.24,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_3",15.5417996533122,29.4207589458801,457.251541185261,20.218029624,1129.594734,"complete",0.581609,20.4237,1126.9661,"blurry.incomplete",16,33.6,0,537.6,"abaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",54.7209594141745,54.4476617712004,2979.42828997855,1622.70216,1749.863412,"complete",0.648819,1624.4237,1746.4661,"blurry.complete",62.4,33.2,0,2071.68,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",48.8675394505043,51.5946932873539,2521.30570965644,2100.12264,1746.923112,"blurry.complete",0.607335,2100.4237,1742.9661,"blurry.complete",64.8,33.6,0.019422,2177.28,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",47.599499562656,53.2687504468844,2535.56586359971,1360.895904,899.707986,"complete",0.569756,1365.4237,900.9661,"blurry.complete",67.2,31.2,0,2096.64,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",46.2427678770493,47.0439111176852,2175.44066184366,2497.617504,1751.496372,"complete",0.532052,2499.4237,1752.9661,"blurry.complete",55.2,32.8,0.051111,1810.56,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",44.5928005913296,49.8870434126512,2224.60297899136,423.492624,1224.047376,"blurry.complete",0.892106,423.2272,1219.5897,"blurry.complete",62.91764,28.4924,3.125892,1792.674565936,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",46.8783016605414,48.0914868731351,2254.44722894279,2132.332128,150.8397228,"blurry.complete",0.892097,2138.9237,143.9661,"blurry.complete",59.6,28.8,0,1716.48,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",47.0848713442112,40.553829623374,1909.47185033163,231.1574112,1756.430244,"blurry.complete",0.88666,231.9237,1752.4661,"blurry.complete",50.8,28.4,0,1442.72,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",44.7662078926368,47.704070511835,2135.53033785781,2475.462384,142.7913684,"blurry.complete",0.883258,2484.9237,137.9661,"blurry.complete",62.8,28,0,1758.4,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",51.6699761279063,55.4506926609218,2865.1359660657,2056.00356,1190.377296,"complete",0.871809,2059.4237,1185.4661,"complete",68,37.2,0,2529.6,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",51.4213465418253,52.3891540820374,2693.92084708553,2454.093288,1191.690954,"complete",0.859797,2461.4237,1191.4661,"complete",66.4,36.4,0,2416.96,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",48.5078897179773,50.5733200436661,2453.20503135012,2479.840272,900.17406,"blurry.complete",0.857489,2480.9237,901.9661,"blurry.complete",64.4,33.6,0,2163.84,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",45.1175632158408,47.2911046685444,2133.65940443,926.236944,1755.883008,"blurry.complete",0.847965,926.9237,1755.9661,"blurry.complete",60.4,31.2,0,1884.48,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",47.3724288113457,45.0704736268318,2135.09780338073,1233.392832,1759.221828,"blurry.complete",0.838077,1235.4237,1759.4661,"blurry.complete",57.6,32.4,0,1866.24,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",46.5847308850287,49.0931194541416,2286.98975807775,793.286784,1223.0919,"blurry.complete",0.814506,795.9237,1216.4661,"blurry.complete",58.8,31.6,0,1858.08,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",47.2201107837215,45.3745358805739,2142.59061104065,78.93886752,1221.825384,"blurry.complete",0.806516,73.7119,1217.4661,"blurry.incomplete",58.96948,30.8,0,1816.259984,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",45.4079314745394,52.5798582634887,2387.54260096949,1741.88556,897.940404,"blurry.complete",0.79931,1740.4237,894.9661,"blurry.complete",66.4,28.8,0,1912.32,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",43.6173442601184,45.855755602488,2000.10627842157,1080.891216,1224.353556,"blurry.complete",0.789401,1081.4237,1225.4661,"blurry.complete",58.4,30,0,1752,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",53.7171512016078,48.7259734150841,2617.42048138359,539.450928,1753.615332,"blurry.complete",0.782454,536.9237,1750.4661,"blurry.complete",59.6,33.2,0.037255,1978.72,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",49.4300997635759,53.4945710295872,2644.24198280219,559.696392,883.033326,"blurry.complete",0.776288,559.3526,884.1885,"blurry.complete",63.9508,32.09492,3.112515,2052.495809936,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",49.9791534677892,45.9514999332315,2296.61706723808,1755.97308,157.7631816,"blurry.complete",0.763257,1753.4237,153.9661,"blurry.complete",59.2,31.2,0,1847.04,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",48.5095405816263,50.771577412757,2462.90589489731,890.057808,164.4111756,"blurry.complete",0.750508,893.9237,159.4661,"blurry.complete",65.2,30.8,0,2008.16,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",51.8292596076451,51.3524654914873,2661.56026545093,589.717584,159.0737292,"complete",0.728105,596.4237,158.4661,"blurry.complete",60.8,34.8,0.020047,2115.84,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",53.2495058711544,51.4594804194304,2740.19190472101,1268.730216,164.1751254,"blurry.complete",0.705122,1271.4237,160.9661,"blurry.complete",64,35.2,0,2252.8,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",45.575354678008,51.2161241388315,2334.19302286013,1663.619472,1206.308376,"blurry.complete",0.691458,1662.1789,1201.987,"blurry.complete",66.90548,30.6364,3.067263,2049.743047472,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",46.3779645292666,45.0218088906087,2088.01985577207,1331.495496,1226.412738,"blurry.complete",0.675462,1331.4237,1221.4661,"blurry.complete",54.4,30,3.12943,1632,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",48.6682560730233,44.7400946738978,2177.42238432057,1611.17424,220.8214386,"blurry.complete",0.671501,1612.829,219.1536,"blurry.complete",52.94512,32.71672,0.060341,1732.1906664064,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",50.8840775404372,55.8612538259027,2842.44837118327,2122.7832,905.21388,"blurry.complete",0.631727,2122.9237,905.4661,"blurry.complete",68.4,34.8,3.11489,2380.32,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",44.4708084530441,47.4222156949524,2108.90427058917,303.0101784,158.2276032,"blurry.complete",0.579867,300.4237,155.4661,"blurry.complete",62.4,30.8,0,1921.92,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",50.4766149783013,55.0981938219378,2781.17031554977,130.0829544,886.75074,"blurry.complete",0.556587,131.9237,885.9661,"blurry.complete",65.2,32.8,0,2138.56,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",52.0134372514956,56.9819767852597,2963.82847398629,925.584408,882.825318,"blurry.complete",0.511204,928.5512,883.0184,"blurry.complete",69.01636,37.41804,0.049068,2582.4569191344,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P267_g44_8",9.06866286945972,35.3785237623778,320.835904820174,12.679093944,1757.644272,"blurry.complete",0.450799,12.7119,1763.1864,"blurry.incomplete",10.16948,34.57628,0,351.6227879344,"adaxial"
"240pictures.csv","T32L75_W3_A4_R5_P269_g80_1",52.9598057451794,57.454745913895,3042.79218273852,842.987736,754.462998,"complete",0.652172,844.4485,760.1251,"complete",73.51636,37.43132,0.014981,2751.8143963952,"abaxial"
