"plot_id","Weight","Ear_numb","date","var","rep","nitrogen","appl","timeid"
"103",16,10,"20210705","Torrild",2,220,"Combined","Early"
"103",20.14,10,"20210708","Torrild",2,220,"Combined","Early"
"103",22.34,10,"20210712","Torrild",2,220,"Combined","Early"
"103",9.74,10,"20210624","Torrild",2,220,"Combined","Early"
"103",6.96,10,"20210621","Torrild",2,220,"Combined","Early"
"103",4.37,10,"20210614","Torrild",2,220,"Combined","Early"
"104",5.4,10,"20210617","Patras",2,220,"Combined","Late"
"104",12.31,10,"20210628","Patras",2,220,"Combined","Late"
"104",14.29,10,"20210701","Patras",2,220,"Combined","Late"
"104",17.99,10,"20210705","Patras",2,220,"Combined","Late"
"104",24.74,10,"20210719","Patras",2,220,"Combined","Late"
"104",26.63,10,"20210715","Patras",2,220,"Combined","Late"
"104",8.82,10,"20210624","Patras",2,220,"Combined","Late"
"104",6.56,10,"20210621","Patras",2,220,"Combined","Late"
"104",4.37,10,"20210614","Patras",2,220,"Combined","Late"
"104",25.19,10,"20210712","Patras",2,220,"Combined","Late"
"104",22.08,10,"20210708","Patras",2,220,"Combined","Late"
"105",5.18,10,"20210617","Torrild",2,220,"Combined","Late"
"105",6.45,10,"20210621","Torrild",2,220,"Combined","Late"
"105",16.67,10,"20210705","Torrild",2,220,"Combined","Late"
"105",13.57,10,"20210701","Torrild",2,220,"Combined","Late"
"105",8.92,10,"20210624","Torrild",2,220,"Combined","Late"
"105",10.05,10,"20210628","Torrild",2,220,"Combined","Late"
"105",22.89,10,"20210715","Torrild",2,220,"Combined","Late"
"105",22.45,10,"20210712","Torrild",2,220,"Combined","Late"
"105",24.75,10,"20210719","Torrild",2,220,"Combined","Late"
"105",4.02,10,"20210614","Torrild",2,220,"Combined","Late"
"105",17.62,10,"20210708","Torrild",2,220,"Combined","Late"
"106",13.5,10,"20210701","Apertus",2,220,"Combined","Early"
"106",5.55,10,"20210621","Apertus",2,220,"Combined","Early"
"106",26.45,10,"20210715","Apertus",2,220,"Combined","Early"
"106",4.62,10,"20210617","Apertus",2,220,"Combined","Early"
"106",25.56,10,"20210719","Apertus",2,220,"Combined","Early"
"106",4.15,10,"20210614","Apertus",2,220,"Combined","Early"
"106",21.44,10,"20210712","Apertus",2,220,"Combined","Early"
"106",16.66,10,"20210705","Apertus",2,220,"Combined","Early"
"106",9.94,10,"20210628","Apertus",2,220,"Combined","Early"
"106",17.4,10,"20210708","Apertus",2,220,"Combined","Early"
"106",8.61,10,"20210624","Apertus",2,220,"Combined","Early"
"107",13.92,10,"20210701","Apertus",2,220,"Split","Early"
"107",5.27,10,"20210621","Apertus",2,220,"Split","Early"
"107",4.37,10,"20210617","Apertus",2,220,"Split","Early"
"107",9.67,10,"20210628","Apertus",2,220,"Split","Early"
"107",3.92,10,"20210614","Apertus",2,220,"Split","Early"
"107",7.44,10,"20210624","Apertus",2,220,"Split","Early"
"107",15.7,10,"20210705","Apertus",2,220,"Split","Early"
"107",20.17,10,"20210715","Apertus",2,220,"Split","Early"
"107",18.63,10,"20210712","Apertus",2,220,"Split","Early"
"107",23.62,10,"20210719","Apertus",2,220,"Split","Early"
"107",16.26,10,"20210708","Apertus",2,220,"Split","Early"
"108",8.77,10,"20210628","Pionier",2,220,"Split","Late"
"108",15.35,10,"20210712","Pionier",2,220,"Split","Late"
"108",17.73,10,"20210715","Pionier",2,220,"Split","Late"
"108",14.57,10,"20210708","Pionier",2,220,"Split","Late"
"108",11.11,10,"20210701","Pionier",2,220,"Split","Late"
"108",3.7,10,"20210614","Pionier",2,220,"Split","Late"
"108",23.82,10,"20210719","Pionier",2,220,"Split","Late"
"108",4.51,10,"20210617","Pionier",2,220,"Split","Late"
"108",4.91,10,"20210621","Pionier",2,220,"Split","Late"
"108",12.52,10,"20210705","Pionier",2,220,"Split","Late"
"108",7.1,10,"20210624","Pionier",2,220,"Split","Late"
"109",19.8,10,"20210715","Esket",2,220,"Split","Late"
"109",9.3,10,"20210628","Esket",2,220,"Split","Late"
"109",12.36,10,"20210701","Esket",2,220,"Split","Late"
"109",21.66,10,"20210719","Esket",2,220,"Split","Late"
"109",5.51,10,"20210621","Esket",2,220,"Split","Late"
"109",15.99,10,"20210705","Esket",2,220,"Split","Late"
"109",3.98,10,"20210614","Esket",2,220,"Split","Late"
"109",4.66,10,"20210617","Esket",2,220,"Split","Late"
"109",7.35,10,"20210624","Esket",2,220,"Split","Late"
"109",19.29,10,"20210712","Esket",2,220,"Split","Late"
"109",16.52,10,"20210708","Esket",2,220,"Split","Late"
"11",10.8,10,"20210628","Capone",1,220,"Combined","Early"
"11",5.94,10,"20210621","Capone",1,220,"Combined","Early"
"11",13.75,10,"20210705","Capone",1,220,"Combined","Early"
"11",5.97,10,"20210617","Capone",1,220,"Combined","Early"
"11",15.73,10,"20210701","Capone",1,220,"Combined","Early"
"11",21.18,10,"20210715","Capone",1,220,"Combined","Early"
"11",4.93,10,"20210614","Capone",1,220,"Combined","Early"
"11",20.78,10,"20210712","Capone",1,220,"Combined","Early"
"11",21.28,10,"20210708","Capone",1,220,"Combined","Early"
"11",8.18,10,"20210624","Capone",1,220,"Combined","Early"
"11",19.79,10,"20210719","Capone",1,220,"Combined","Early"
"110",10.21,10,"20210628","Potenzial",2,220,"Split","Early"
"110",6.23,10,"20210621","Potenzial",2,220,"Split","Early"
"110",20.08,10,"20210715","Potenzial",2,220,"Split","Early"
"110",15.54,10,"20210705","Potenzial",2,220,"Split","Early"
"110",4.76,10,"20210617","Potenzial",2,220,"Split","Early"
"110",22.77,10,"20210719","Potenzial",2,220,"Split","Early"
"110",8.85,10,"20210624","Potenzial",2,220,"Split","Early"
"110",4.1,10,"20210614","Potenzial",2,220,"Split","Early"
"110",20.28,10,"20210712","Potenzial",2,220,"Split","Early"
"110",13.44,10,"20210701","Potenzial",2,220,"Split","Early"
"110",15.27,10,"20210708","Potenzial",2,220,"Split","Early"
"111",22.44,10,"20210715","Alves",2,220,"Combined","Early"
"111",23.45,10,"20210712","Alves",2,220,"Combined","Early"
"111",4.99,10,"20210617","Alves",2,220,"Combined","Early"
"111",20.7,10,"20210708","Alves",2,220,"Combined","Early"
"111",6.33,10,"20210621","Alves",2,220,"Combined","Early"
"111",7.81,10,"20210624","Alves",2,220,"Combined","Early"
"111",17.83,10,"20210705","Alves",2,220,"Combined","Early"
"111",10.43,10,"20210628","Alves",2,220,"Combined","Early"
"111",23.92,10,"20210719","Alves",2,220,"Combined","Early"
"111",14.3,10,"20210701","Alves",2,220,"Combined","Early"
"111",4.56,10,"20210614","Alves",2,220,"Combined","Early"
"112",15.68,10,"20210708","Esket",2,220,"Combined","Late"
"112",21.73,10,"20210715","Esket",2,220,"Combined","Late"
"112",9.3,10,"20210628","Esket",2,220,"Combined","Late"
"112",4.11,10,"20210614","Esket",2,220,"Combined","Late"
"112",16.26,10,"20210705","Esket",2,220,"Combined","Late"
"112",13.05,10,"20210701","Esket",2,220,"Combined","Late"
"112",5.76,10,"20210621","Esket",2,220,"Combined","Late"
"112",22.36,10,"20210719","Esket",2,220,"Combined","Late"
"112",4.6,10,"20210617","Esket",2,220,"Combined","Late"
"112",6.61,10,"20210624","Esket",2,220,"Combined","Late"
"112",18.89,10,"20210712","Esket",2,220,"Combined","Late"
"113",14.9,10,"20210708","Potenzial",2,220,"Combined","Late"
"113",3.65,10,"20210614","Potenzial",2,220,"Combined","Late"
"113",19.48,10,"20210712","Potenzial",2,220,"Combined","Late"
"113",4.13,10,"20210617","Potenzial",2,220,"Combined","Late"
"113",5.39,10,"20210621","Potenzial",2,220,"Combined","Late"
"113",22.74,10,"20210719","Potenzial",2,220,"Combined","Late"
"113",15.65,10,"20210705","Potenzial",2,220,"Combined","Late"
"113",19.79,10,"20210715","Potenzial",2,220,"Combined","Late"
"113",9.31,10,"20210624","Potenzial",2,220,"Combined","Late"
"113",11.76,10,"20210701","Potenzial",2,220,"Combined","Late"
"113",9.79,10,"20210628","Potenzial",2,220,"Combined","Late"
"114",21.52,10,"20210708","Patras",2,220,"Combined","Early"
"114",4.5,10,"20210614","Patras",2,220,"Combined","Early"
"114",23.1,10,"20210712","Patras",2,220,"Combined","Early"
"114",7.4,10,"20210621","Patras",2,220,"Combined","Early"
"114",27.57,10,"20210719","Patras",2,220,"Combined","Early"
"114",19.04,10,"20210705","Patras",2,220,"Combined","Early"
"114",5.6,10,"20210617","Patras",2,220,"Combined","Early"
"114",9.07,10,"20210624","Patras",2,220,"Combined","Early"
"114",15.25,10,"20210701","Patras",2,220,"Combined","Early"
"114",13.4,10,"20210628","Patras",2,220,"Combined","Early"
"114",22.97,10,"20210715","Patras",2,220,"Combined","Early"
"115",5.19,10,"20210614","Torrild",2,220,"Split","Early"
"115",18.68,10,"20210708","Torrild",2,220,"Split","Early"
"115",26.56,10,"20210719","Torrild",2,220,"Split","Early"
"115",21.57,10,"20210712","Torrild",2,220,"Split","Early"
"115",13.41,10,"20210701","Torrild",2,220,"Split","Early"
"115",6.96,10,"20210621","Torrild",2,220,"Split","Early"
"115",9.96,10,"20210624","Torrild",2,220,"Split","Early"
"115",17.01,10,"20210705","Torrild",2,220,"Split","Early"
"115",5.28,10,"20210617","Torrild",2,220,"Split","Early"
"115",10.94,10,"20210628","Torrild",2,220,"Split","Early"
"115",22.24,10,"20210715","Torrild",2,220,"Split","Early"
"116",19.27,10,"20210705","Capone",2,220,"Split","Late"
"116",9.09,10,"20210624","Capone",2,220,"Split","Late"
"116",21.54,10,"20210708","Capone",2,220,"Split","Late"
"116",7.76,10,"20210621","Capone",2,220,"Split","Late"
"116",21.98,10,"20210719","Capone",2,220,"Split","Late"
"116",26.45,10,"20210715","Capone",2,220,"Split","Late"
"116",5.1,10,"20210614","Capone",2,220,"Split","Late"
"116",14.72,10,"20210701","Capone",2,220,"Split","Late"
"116",12.62,10,"20210628","Capone",2,220,"Split","Late"
"116",6.18,10,"20210617","Capone",2,220,"Split","Late"
"116",22.99,10,"20210712","Capone",2,220,"Split","Late"
"117",6.03,10,"20210621","Alves",2,220,"Split","Late"
"117",23.94,10,"20210719","Alves",2,220,"Split","Late"
"117",17.02,10,"20210705","Alves",2,220,"Split","Late"
"117",9.95,10,"20210628","Alves",2,220,"Split","Late"
"117",22.66,10,"20210715","Alves",2,220,"Split","Late"
"117",8.64,10,"20210624","Alves",2,220,"Split","Late"
"117",4.98,10,"20210617","Alves",2,220,"Split","Late"
"117",22.87,10,"20210712","Alves",2,220,"Split","Late"
"117",18.22,10,"20210708","Alves",2,220,"Split","Late"
"117",14.55,10,"20210701","Alves",2,220,"Split","Late"
"117",4.59,10,"20210614","Alves",2,220,"Split","Late"
"118",5.89,10,"20210621","Pionier",2,220,"Split","Early"
"118",4.44,10,"20210617","Pionier",2,220,"Split","Early"
"118",9.2,10,"20210628","Pionier",2,220,"Split","Early"
"118",26.88,10,"20210719","Pionier",2,220,"Split","Early"
"118",15,10,"20210708","Pionier",2,220,"Split","Early"
"118",4.37,10,"20210614","Pionier",2,220,"Split","Early"
"118",25.02,10,"20210715","Pionier",2,220,"Split","Early"
"118",13.56,10,"20210705","Pionier",2,220,"Split","Early"
"118",12.81,10,"20210701","Pionier",2,220,"Split","Early"
"118",20,10,"20210712","Pionier",2,220,"Split","Early"
"118",8.08,10,"20210624","Pionier",2,220,"Split","Early"
"119",12.2,10,"20210701","Esket",2,220,"Combined","Early"
"119",21.34,10,"20210719","Esket",2,220,"Combined","Early"
"119",16.43,10,"20210705","Esket",2,220,"Combined","Early"
"119",5.54,10,"20210617","Esket",2,220,"Combined","Early"
"119",5.99,10,"20210621","Esket",2,220,"Combined","Early"
"119",9.55,10,"20210624","Esket",2,220,"Combined","Early"
"119",23.81,10,"20210715","Esket",2,220,"Combined","Early"
"119",18.57,10,"20210708","Esket",2,220,"Combined","Early"
"119",20.79,10,"20210712","Esket",2,220,"Combined","Early"
"119",11.26,10,"20210628","Esket",2,220,"Combined","Early"
"119",4.38,10,"20210614","Esket",2,220,"Combined","Early"
"12",5.07,10,"20210617","Esket",1,220,"Combined","Late"
"12",19.73,10,"20210715","Esket",1,220,"Combined","Late"
"12",12.46,10,"20210701","Esket",1,220,"Combined","Late"
"12",14.34,10,"20210705","Esket",1,220,"Combined","Late"
"12",4.33,10,"20210614","Esket",1,220,"Combined","Late"
"12",21.12,10,"20210719","Esket",1,220,"Combined","Late"
"12",17.89,9,"20210712","Esket",1,220,"Combined","Late"
"12",7.26,10,"20210624","Esket",1,220,"Combined","Late"
"12",8.82,10,"20210628","Esket",1,220,"Combined","Late"
"12",4.86,10,"20210621","Esket",1,220,"Combined","Late"
"12",18.74,10,"20210708","Esket",1,220,"Combined","Late"
"120",25.87,10,"20210719","Capone",2,220,"Combined","Late"
"120",13.91,10,"20210701","Capone",2,220,"Combined","Late"
"120",5.2,10,"20210614","Capone",2,220,"Combined","Late"
"120",8.49,10,"20210624","Capone",2,220,"Combined","Late"
"120",19.31,10,"20210705","Capone",2,220,"Combined","Late"
"120",21.62,10,"20210708","Capone",2,220,"Combined","Late"
"120",7.52,10,"20210621","Capone",2,220,"Combined","Late"
"120",24.22,9,"20210715","Capone",2,220,"Combined","Late"
"120",24.23,10,"20210712","Capone",2,220,"Combined","Late"
"120",12.78,10,"20210628","Capone",2,220,"Combined","Late"
"120",5.95,10,"20210617","Capone",2,220,"Combined","Late"
"121",25.68,10,"20210719","Alves",2,220,"Combined","Late"
"121",22.12,10,"20210715","Alves",2,220,"Combined","Late"
"121",6.38,10,"20210621","Alves",2,220,"Combined","Late"
"121",4.95,10,"20210617","Alves",2,220,"Combined","Late"
"121",16.52,10,"20210705","Alves",2,220,"Combined","Late"
"121",4.15,10,"20210614","Alves",2,220,"Combined","Late"
"121",9.02,10,"20210624","Alves",2,220,"Combined","Late"
"121",12.13,10,"20210701","Alves",2,220,"Combined","Late"
"121",19.29,10,"20210708","Alves",2,220,"Combined","Late"
"121",10.02,10,"20210628","Alves",2,220,"Combined","Late"
"121",19.23,10,"20210712","Alves",2,220,"Combined","Late"
"122",6.44,10,"20210621","Potenzial",2,220,"Combined","Early"
"122",4.55,10,"20210614","Potenzial",2,220,"Combined","Early"
"122",20.6,10,"20210715","Potenzial",2,220,"Combined","Early"
"122",16.31,10,"20210708","Potenzial",2,220,"Combined","Early"
"122",20.41,10,"20210719","Potenzial",2,220,"Combined","Early"
"122",9.08,10,"20210624","Potenzial",2,220,"Combined","Early"
"122",17.69,10,"20210705","Potenzial",2,220,"Combined","Early"
"122",21.08,10,"20210712","Potenzial",2,220,"Combined","Early"
"122",10.54,10,"20210628","Potenzial",2,220,"Combined","Early"
"122",5.58,10,"20210617","Potenzial",2,220,"Combined","Early"
"122",14.64,10,"20210701","Potenzial",2,220,"Combined","Early"
"123",15.97,10,"20210705","Esket",2,220,"Split","Early"
"123",5.73,10,"20210621","Esket",2,220,"Split","Early"
"123",4.28,10,"20210614","Esket",2,220,"Split","Early"
"123",9.09,10,"20210624","Esket",2,220,"Split","Early"
"123",22.67,10,"20210715","Esket",2,220,"Split","Early"
"123",15.99,10,"20210708","Esket",2,220,"Split","Early"
"123",22.84,10,"20210719","Esket",2,220,"Split","Early"
"123",4.54,10,"20210617","Esket",2,220,"Split","Early"
"123",21.29,10,"20210712","Esket",2,220,"Split","Early"
"123",10.52,10,"20210628","Esket",2,220,"Split","Early"
"123",13.75,10,"20210701","Esket",2,220,"Split","Early"
"124",4.78,10,"20210614","Torrild",2,220,"Split","Late"
"124",25.16,10,"20210719","Torrild",2,220,"Split","Late"
"124",17.2,10,"20210705","Torrild",2,220,"Split","Late"
"124",7.27,10,"20210621","Torrild",2,220,"Split","Late"
"124",10.6,10,"20210628","Torrild",2,220,"Split","Late"
"124",23.15,10,"20210715","Torrild",2,220,"Split","Late"
"124",8.19,10,"20210624","Torrild",2,220,"Split","Late"
"124",19.9,10,"20210708","Torrild",2,220,"Split","Late"
"124",14.24,10,"20210701","Torrild",2,220,"Split","Late"
"124",5.31,10,"20210617","Torrild",2,220,"Split","Late"
"124",20.8,10,"20210712","Torrild",2,220,"Split","Late"
"125",9.09,10,"20210624","Potenzial",2,220,"Split","Late"
"125",3.91,10,"20210614","Potenzial",2,220,"Split","Late"
"125",16.11,10,"20210705","Potenzial",2,220,"Split","Late"
"125",16.95,10,"20210708","Potenzial",2,220,"Split","Late"
"125",4.6,10,"20210617","Potenzial",2,220,"Split","Late"
"125",19.24,10,"20210712","Potenzial",2,220,"Split","Late"
"125",6.06,10,"20210621","Potenzial",2,220,"Split","Late"
"125",8.66,10,"20210628","Potenzial",2,220,"Split","Late"
"125",19.02,10,"20210715","Potenzial",2,220,"Split","Late"
"125",21.74,10,"20210719","Potenzial",2,220,"Split","Late"
"125",13.81,10,"20210701","Potenzial",2,220,"Split","Late"
"126",7.38,10,"20210624","Alves",2,220,"Split","Early"
"126",4.38,10,"20210614","Alves",2,220,"Split","Early"
"126",9.73,10,"20210628","Alves",2,220,"Split","Early"
"126",5.45,10,"20210617","Alves",2,220,"Split","Early"
"126",6.67,10,"20210621","Alves",2,220,"Split","Early"
"126",17.61,10,"20210708","Alves",2,220,"Split","Early"
"126",14.24,10,"20210701","Alves",2,220,"Split","Early"
"126",25.41,10,"20210715","Alves",2,220,"Split","Early"
"126",24.82,10,"20210719","Alves",2,220,"Split","Early"
"126",17.28,10,"20210705","Alves",2,220,"Split","Early"
"126",23.57,10,"20210712","Alves",2,220,"Split","Early"
"127",7.92,10,"20210624","Pionier",2,220,"Combined","Early"
"127",9.26,10,"20210628","Pionier",2,220,"Combined","Early"
"127",4.12,10,"20210614","Pionier",2,220,"Combined","Early"
"127",16.95,10,"20210708","Pionier",2,220,"Combined","Early"
"127",21.59,10,"20210719","Pionier",2,220,"Combined","Early"
"127",10.84,9,"20210701","Pionier",2,220,"Combined","Early"
"127",4.54,10,"20210617","Pionier",2,220,"Combined","Early"
"127",5.57,10,"20210621","Pionier",2,220,"Combined","Early"
"127",15.51,10,"20210705","Pionier",2,220,"Combined","Early"
"127",20.52,10,"20210715","Pionier",2,220,"Combined","Early"
"127",19.87,10,"20210712","Pionier",2,220,"Combined","Early"
"128",18.63,10,"20210708","Apertus",2,220,"Combined","Late"
"128",7.49,10,"20210624","Apertus",2,220,"Combined","Late"
"128",5.84,10,"20210621","Apertus",2,220,"Combined","Late"
"128",26.29,10,"20210719","Apertus",2,220,"Combined","Late"
"128",9.06,10,"20210628","Apertus",2,220,"Combined","Late"
"128",4.92,10,"20210614","Apertus",2,220,"Combined","Late"
"128",16.36,10,"20210705","Apertus",2,220,"Combined","Late"
"128",13.92,10,"20210701","Apertus",2,220,"Combined","Late"
"128",5.12,10,"20210617","Apertus",2,220,"Combined","Late"
"128",22.45,10,"20210715","Apertus",2,220,"Combined","Late"
"128",20.85,10,"20210712","Apertus",2,220,"Combined","Late"
"129",4.93,10,"20210621","Pionier",3,176,"Combined","Late"
"129",6.86,10,"20210624","Pionier",3,176,"Combined","Late"
"129",NA,10,"20210708","Pionier",3,176,"Combined","Late"
"129",11.95,10,"20210705","Pionier",3,176,"Combined","Late"
"129",4.23,10,"20210614","Pionier",3,176,"Combined","Late"
"129",16.24,10,"20210719","Pionier",3,176,"Combined","Late"
"129",4.41,10,"20210617","Pionier",3,176,"Combined","Late"
"129",9.42,10,"20210628","Pionier",3,176,"Combined","Late"
"129",17.57,10,"20210715","Pionier",3,176,"Combined","Late"
"129",10.61,10,"20210701","Pionier",3,176,"Combined","Late"
"129",17.08,10,"20210712","Pionier",3,176,"Combined","Late"
"13",5.78,10,"20210617","Capone",1,220,"Combined","Late"
"13",11.18,10,"20210628","Capone",1,220,"Combined","Late"
"13",15.83,10,"20210701","Capone",1,220,"Combined","Late"
"13",24.1,10,"20210715","Capone",1,220,"Combined","Late"
"13",23.05,10,"20210712","Capone",1,220,"Combined","Late"
"13",17.26,10,"20210705","Capone",1,220,"Combined","Late"
"13",5.97,10,"20210621","Capone",1,220,"Combined","Late"
"13",4.93,10,"20210614","Capone",1,220,"Combined","Late"
"13",22.78,10,"20210708","Capone",1,220,"Combined","Late"
"13",25.12,10,"20210719","Capone",1,220,"Combined","Late"
"13",7.69,10,"20210624","Capone",1,220,"Combined","Late"
"130",5.93,10,"20210621","Esket",3,176,"Combined","Early"
"130",NA,10,"20210708","Esket",3,176,"Combined","Early"
"130",22.3,10,"20210715","Esket",3,176,"Combined","Early"
"130",22.71,10,"20210719","Esket",3,176,"Combined","Early"
"130",15.27,10,"20210705","Esket",3,176,"Combined","Early"
"130",10.94,10,"20210628","Esket",3,176,"Combined","Early"
"130",4.12,10,"20210614","Esket",3,176,"Combined","Early"
"130",4.96,10,"20210617","Esket",3,176,"Combined","Early"
"130",8.08,10,"20210624","Esket",3,176,"Combined","Early"
"130",13.66,10,"20210701","Esket",3,176,"Combined","Early"
"130",19.44,10,"20210712","Esket",3,176,"Combined","Early"
"131",5.62,10,"20210621","Pionier",3,176,"Split","Early"
"131",19.83,10,"20210719","Pionier",3,176,"Split","Early"
"131",NA,10,"20210708","Pionier",3,176,"Split","Early"
"131",9.16,10,"20210628","Pionier",3,176,"Split","Early"
"131",15.39,10,"20210715","Pionier",3,176,"Split","Early"
"131",9.87,10,"20210701","Pionier",3,176,"Split","Early"
"131",12.39,10,"20210705","Pionier",3,176,"Split","Early"
"131",5.49,10,"20210617","Pionier",3,176,"Split","Early"
"131",4.3,10,"20210614","Pionier",3,176,"Split","Early"
"131",17.87,10,"20210712","Pionier",3,176,"Split","Early"
"131",7.4,10,"20210624","Pionier",3,176,"Split","Early"
"132",11.62,10,"20210701","Potenzial",3,176,"Split","Late"
"132",16.65,10,"20210712","Potenzial",3,176,"Split","Late"
"132",16.96,10,"20210715","Potenzial",3,176,"Split","Late"
"132",3.85,10,"20210614","Potenzial",3,176,"Split","Late"
"132",9.05,10,"20210628","Potenzial",3,176,"Split","Late"
"132",NA,10,"20210708","Potenzial",3,176,"Split","Late"
"132",4.48,10,"20210617","Potenzial",3,176,"Split","Late"
"132",18.06,10,"20210719","Potenzial",3,176,"Split","Late"
"132",11.11,10,"20210705","Potenzial",3,176,"Split","Late"
"132",5.51,10,"20210624","Potenzial",3,176,"Split","Late"
"132",5.75,10,"20210621","Potenzial",3,176,"Split","Late"
"133",4.63,10,"20210614","Alves",3,176,"Split","Late"
"133",4.44,10,"20210617","Alves",3,176,"Split","Late"
"133",NA,10,"20210708","Alves",3,176,"Split","Late"
"133",20.16,10,"20210719","Alves",3,176,"Split","Late"
"133",8.32,10,"20210624","Alves",3,176,"Split","Late"
"133",19.41,10,"20210715","Alves",3,176,"Split","Late"
"133",12.67,10,"20210701","Alves",3,176,"Split","Late"
"133",19.11,10,"20210712","Alves",3,176,"Split","Late"
"133",6.17,10,"20210621","Alves",3,176,"Split","Late"
"133",13.41,10,"20210705","Alves",3,176,"Split","Late"
"133",9.48,10,"20210628","Alves",3,176,"Split","Late"
"134",4.64,10,"20210614","Esket",3,176,"Split","Early"
"134",NA,10,"20210708","Esket",3,176,"Split","Early"
"134",5.14,10,"20210617","Esket",3,176,"Split","Early"
"134",20.19,10,"20210715","Esket",3,176,"Split","Early"
"134",19.07,10,"20210719","Esket",3,176,"Split","Early"
"134",15.07,10,"20210705","Esket",3,176,"Split","Early"
"134",19.46,10,"20210712","Esket",3,176,"Split","Early"
"134",13.81,10,"20210701","Esket",3,176,"Split","Early"
"134",12.48,10,"20210628","Esket",3,176,"Split","Early"
"134",6.07,10,"20210621","Esket",3,176,"Split","Early"
"134",9.16,10,"20210624","Esket",3,176,"Split","Early"
"135",23.24,10,"20210712","Alves",3,176,"Combined","Early"
"135",NA,10,"20210708","Alves",3,176,"Combined","Early"
"135",4.92,10,"20210614","Alves",3,176,"Combined","Early"
"135",16.75,10,"20210705","Alves",3,176,"Combined","Early"
"135",8.63,10,"20210624","Alves",3,176,"Combined","Early"
"135",23.18,10,"20210715","Alves",3,176,"Combined","Early"
"135",5.24,10,"20210617","Alves",3,176,"Combined","Early"
"135",5.46,10,"20210621","Alves",3,176,"Combined","Early"
