"date","var","nitrogen","appl","timeid","weight","TT","BBCH","group"
2021-06-14,"Apertus",220,"Split","Late",0.421333333333333,1506.49583333333,61.9869841157961,"Apertus.Split.Late.220"
2021-06-14,"Capone",176,"Combined","Early",0.506666666666667,1679.35416666667,62.8561543653961,"Capone.Combined.Early.176"
2021-06-14,"Capone",176,"Combined","Early",0.506666666666667,1679.35416666667,62.8561543653961,"Capone.Combined.Early.176"
2021-06-14,"Capone",176,"Combined","Early",0.506666666666667,1679.35416666667,62.8561543653961,"Capone.Combined.Early.176"
2021-06-14,"Capone",176,"Combined","Late",0.536,1506.49583333333,62.4387941626464,"Capone.Combined.Late.176"
2021-06-14,"Capone",176,"Combined","Late",0.536,1506.49583333333,62.4387941626464,"Capone.Combined.Late.176"
2021-06-14,"Capone",176,"Combined","Late",0.536,1506.49583333333,62.4387941626464,"Capone.Combined.Late.176"
2021-06-14,"Capone",176,"Split","Early",0.554333333333333,1679.35416666667,62.8561543653961,"Capone.Split.Early.176"
2021-06-14,"Capone",176,"Split","Early",0.554333333333333,1679.35416666667,62.8561543653961,"Capone.Split.Early.176"
2021-06-14,"Capone",176,"Split","Early",0.554333333333333,1679.35416666667,62.8561543653961,"Capone.Split.Early.176"
2021-06-14,"Capone",176,"Split","Late",0.520333333333333,1506.49583333333,62.4387941626464,"Capone.Split.Late.176"
2021-06-14,"Capone",176,"Split","Late",0.520333333333333,1506.49583333333,62.4387941626464,"Capone.Split.Late.176"
2021-06-14,"Capone",176,"Split","Late",0.520333333333333,1506.49583333333,62.4387941626464,"Capone.Split.Late.176"
2021-06-14,"Capone",220,"Combined","Early",0.501333333333333,1679.35416666667,62.8561543653961,"Capone.Combined.Early.220"
2021-06-14,"Capone",220,"Combined","Early",0.501333333333333,1679.35416666667,62.8561543653961,"Capone.Combined.Early.220"
2021-06-14,"Capone",220,"Combined","Early",0.501333333333333,1679.35416666667,62.8561543653961,"Capone.Combined.Early.220"
2021-06-14,"Capone",220,"Combined","Late",0.509,1506.49583333333,62.4387941626464,"Capone.Combined.Late.220"
2021-06-14,"Capone",220,"Combined","Late",0.509,1506.49583333333,62.4387941626464,"Capone.Combined.Late.220"
2021-06-14,"Capone",220,"Combined","Late",0.509,1506.49583333333,62.4387941626464,"Capone.Combined.Late.220"
2021-06-14,"Capone",220,"Split","Early",0.487,1679.35416666667,62.8561543653961,"Capone.Split.Early.220"
2021-06-14,"Capone",220,"Split","Early",0.487,1679.35416666667,62.8561543653961,"Capone.Split.Early.220"
2021-06-14,"Capone",220,"Split","Early",0.487,1679.35416666667,62.8561543653961,"Capone.Split.Early.220"
2021-06-14,"Capone",220,"Split","Late",0.522333333333333,1506.49583333333,62.4387941626464,"Capone.Split.Late.220"
2021-06-14,"Capone",220,"Split","Late",0.522333333333333,1506.49583333333,62.4387941626464,"Capone.Split.Late.220"
2021-06-14,"Capone",220,"Split","Late",0.522333333333333,1506.49583333333,62.4387941626464,"Capone.Split.Late.220"
2021-06-14,"Esket",176,"Combined","Early",0.411333333333333,1679.35416666667,63.472117548988,"Esket.Combined.Early.176"
2021-06-14,"Esket",176,"Combined","Early",0.411333333333333,1679.35416666667,63.472117548988,"Esket.Combined.Early.176"
2021-06-14,"Esket",176,"Combined","Early",0.411333333333333,1679.35416666667,63.472117548988,"Esket.Combined.Early.176"
2021-06-14,"Esket",176,"Combined","Late",0.421333333333333,1506.49583333333,61.9670799386136,"Esket.Combined.Late.176"
2021-06-14,"Esket",176,"Combined","Late",0.421333333333333,1506.49583333333,61.9670799386136,"Esket.Combined.Late.176"
2021-06-14,"Esket",176,"Combined","Late",0.421333333333333,1506.49583333333,61.9670799386136,"Esket.Combined.Late.176"
2021-06-14,"Esket",176,"Split","Early",0.429333333333333,1679.35416666667,63.472117548988,"Esket.Split.Early.176"
2021-06-14,"Esket",176,"Split","Early",0.429333333333333,1679.35416666667,63.472117548988,"Esket.Split.Early.176"
2021-06-14,"Esket",176,"Split","Early",0.429333333333333,1679.35416666667,63.472117548988,"Esket.Split.Early.176"
2021-06-14,"Esket",176,"Split","Late",0.436,1506.49583333333,61.9670799386136,"Esket.Split.Late.176"
2021-06-14,"Esket",176,"Split","Late",0.436,1506.49583333333,61.9670799386136,"Esket.Split.Late.176"
2021-06-14,"Esket",176,"Split","Late",0.436,1506.49583333333,61.9670799386136,"Esket.Split.Late.176"
2021-06-14,"Esket",220,"Combined","Early",0.426,1679.35416666667,63.472117548988,"Esket.Combined.Early.220"
2021-06-14,"Esket",220,"Combined","Early",0.426,1679.35416666667,63.472117548988,"Esket.Combined.Early.220"
2021-06-14,"Esket",220,"Combined","Early",0.426,1679.35416666667,63.472117548988,"Esket.Combined.Early.220"
2021-06-14,"Esket",220,"Combined","Late",0.416333333333333,1506.49583333333,61.9670799386136,"Esket.Combined.Late.220"
2021-06-14,"Esket",220,"Combined","Late",0.416333333333333,1506.49583333333,61.9670799386136,"Esket.Combined.Late.220"
2021-06-14,"Esket",220,"Combined","Late",0.416333333333333,1506.49583333333,61.9670799386136,"Esket.Combined.Late.220"
2021-06-14,"Esket",220,"Split","Early",0.43,1679.35416666667,63.472117548988,"Esket.Split.Early.220"
2021-06-14,"Esket",220,"Split","Early",0.43,1679.35416666667,63.472117548988,"Esket.Split.Early.220"
2021-06-14,"Esket",220,"Split","Early",0.43,1679.35416666667,63.472117548988,"Esket.Split.Early.220"
2021-06-14,"Esket",220,"Split","Late",0.390666666666667,1506.49583333333,61.9670799386136,"Esket.Split.Late.220"
2021-06-14,"Esket",220,"Split","Late",0.390666666666667,1506.49583333333,61.9670799386136,"Esket.Split.Late.220"
2021-06-14,"Esket",220,"Split","Late",0.390666666666667,1506.49583333333,61.9670799386136,"Esket.Split.Late.220"
2021-06-14,"Patras",176,"Combined","Early",0.432666666666667,1679.35416666667,64.7100261344249,"Patras.Combined.Early.176"
2021-06-14,"Patras",176,"Combined","Early",0.432666666666667,1679.35416666667,64.7100261344249,"Patras.Combined.Early.176"
2021-06-14,"Patras",176,"Combined","Early",0.432666666666667,1679.35416666667,64.7100261344249,"Patras.Combined.Early.176"
2021-06-14,"Patras",176,"Combined","Late",0.505666666666667,1506.49583333333,63.4922384018201,"Patras.Combined.Late.176"
2021-06-14,"Patras",176,"Combined","Late",0.505666666666667,1506.49583333333,63.4922384018201,"Patras.Combined.Late.176"
2021-06-14,"Patras",176,"Combined","Late",0.505666666666667,1506.49583333333,63.4922384018201,"Patras.Combined.Late.176"
2021-06-14,"Patras",176,"Split","Early",0.469666666666667,1679.35416666667,64.7100261344249,"Patras.Split.Early.176"
2021-06-14,"Patras",176,"Split","Early",0.469666666666667,1679.35416666667,64.7100261344249,"Patras.Split.Early.176"
2021-06-14,"Patras",176,"Split","Early",0.469666666666667,1679.35416666667,64.7100261344249,"Patras.Split.Early.176"
2021-06-14,"Patras",176,"Split","Late",0.459333333333333,1506.49583333333,63.4922384018201,"Patras.Split.Late.176"
2021-06-14,"Patras",176,"Split","Late",0.459333333333333,1506.49583333333,63.4922384018201,"Patras.Split.Late.176"
2021-06-14,"Patras",176,"Split","Late",0.459333333333333,1506.49583333333,63.4922384018201,"Patras.Split.Late.176"
2021-06-14,"Patras",220,"Combined","Early",0.447333333333333,1679.35416666667,64.7100261344249,"Patras.Combined.Early.220"
2021-06-14,"Patras",220,"Combined","Early",0.447333333333333,1679.35416666667,64.7100261344249,"Patras.Combined.Early.220"
2021-06-14,"Patras",220,"Combined","Early",0.447333333333333,1679.35416666667,64.7100261344249,"Patras.Combined.Early.220"
2021-06-14,"Patras",220,"Combined","Late",0.443,1506.49583333333,63.4922384018201,"Patras.Combined.Late.220"
2021-06-14,"Patras",220,"Combined","Late",0.443,1506.49583333333,63.4922384018201,"Patras.Combined.Late.220"
2021-06-14,"Patras",220,"Combined","Late",0.443,1506.49583333333,63.4922384018201,"Patras.Combined.Late.220"
2021-06-14,"Patras",220,"Split","Early",0.444333333333333,1679.35416666667,64.7100261344249,"Patras.Split.Early.220"
2021-06-14,"Patras",220,"Split","Early",0.444333333333333,1679.35416666667,64.7100261344249,"Patras.Split.Early.220"
2021-06-14,"Patras",220,"Split","Early",0.444333333333333,1679.35416666667,64.7100261344249,"Patras.Split.Early.220"
2021-06-14,"Patras",220,"Split","Late",0.441,1506.49583333333,63.4922384018201,"Patras.Split.Late.220"
2021-06-14,"Patras",220,"Split","Late",0.441,1506.49583333333,63.4922384018201,"Patras.Split.Late.220"
2021-06-14,"Patras",220,"Split","Late",0.441,1506.49583333333,63.4922384018201,"Patras.Split.Late.220"
2021-06-14,"Pionier",176,"Combined","Early",0.411333333333333,1679.35416666667,63.1164427971103,"Pionier.Combined.Early.176"
2021-06-14,"Pionier",176,"Combined","Early",0.411333333333333,1679.35416666667,63.1164427971103,"Pionier.Combined.Early.176"
2021-06-14,"Pionier",176,"Combined","Early",0.411333333333333,1679.35416666667,63.1164427971103,"Pionier.Combined.Early.176"
2021-06-14,"Pionier",176,"Combined","Late",0.420666666666667,1506.49583333333,62.1242152112702,"Pionier.Combined.Late.176"
2021-06-14,"Pionier",176,"Combined","Late",0.420666666666667,1506.49583333333,62.1242152112702,"Pionier.Combined.Late.176"
2021-06-14,"Pionier",176,"Combined","Late",0.420666666666667,1506.49583333333,62.1242152112702,"Pionier.Combined.Late.176"
2021-06-14,"Pionier",176,"Split","Early",0.400333333333333,1679.35416666667,63.1164427971103,"Pionier.Split.Early.176"
2021-06-14,"Pionier",176,"Split","Early",0.400333333333333,1679.35416666667,63.1164427971103,"Pionier.Split.Early.176"
2021-06-14,"Pionier",176,"Split","Early",0.400333333333333,1679.35416666667,63.1164427971103,"Pionier.Split.Early.176"
2021-06-14,"Pionier",176,"Split","Late",0.403333333333333,1506.49583333333,62.1242152112702,"Pionier.Split.Late.176"
2021-06-14,"Pionier",176,"Split","Late",0.403333333333333,1506.49583333333,62.1242152112702,"Pionier.Split.Late.176"
2021-06-14,"Pionier",176,"Split","Late",0.403333333333333,1506.49583333333,62.1242152112702,"Pionier.Split.Late.176"
2021-06-14,"Pionier",220,"Combined","Early",0.386,1679.35416666667,63.1164427971103,"Pionier.Combined.Early.220"
2021-06-14,"Pionier",220,"Combined","Early",0.386,1679.35416666667,63.1164427971103,"Pionier.Combined.Early.220"
2021-06-14,"Pionier",220,"Combined","Early",0.386,1679.35416666667,63.1164427971103,"Pionier.Combined.Early.220"
2021-06-14,"Pionier",220,"Combined","Late",0.384666666666667,1506.49583333333,62.1242152112702,"Pionier.Combined.Late.220"
2021-06-14,"Pionier",220,"Combined","Late",0.384666666666667,1506.49583333333,62.1242152112702,"Pionier.Combined.Late.220"
2021-06-14,"Pionier",220,"Combined","Late",0.384666666666667,1506.49583333333,62.1242152112702,"Pionier.Combined.Late.220"
2021-06-14,"Pionier",220,"Split","Early",0.416333333333333,1679.35416666667,63.1164427971103,"Pionier.Split.Early.220"
2021-06-14,"Pionier",220,"Split","Early",0.416333333333333,1679.35416666667,63.1164427971103,"Pionier.Split.Early.220"
2021-06-14,"Pionier",220,"Split","Early",0.416333333333333,1679.35416666667,63.1164427971103,"Pionier.Split.Early.220"
2021-06-14,"Pionier",220,"Split","Late",0.384666666666667,1506.49583333333,62.1242152112702,"Pionier.Split.Late.220"
2021-06-14,"Pionier",220,"Split","Late",0.384666666666667,1506.49583333333,62.1242152112702,"Pionier.Split.Late.220"
2021-06-14,"Pionier",220,"Split","Late",0.384666666666667,1506.49583333333,62.1242152112702,"Pionier.Split.Late.220"
2021-06-14,"Potenzial",176,"Combined","Early",0.426666666666667,1679.35416666667,64.2582786127199,"Potenzial.Combined.Early.176"
2021-06-14,"Potenzial",176,"Combined","Early",0.426666666666667,1679.35416666667,64.2582786127199,"Potenzial.Combined.Early.176"
2021-06-14,"Potenzial",176,"Combined","Early",0.426666666666667,1679.35416666667,64.2582786127199,"Potenzial.Combined.Early.176"
2021-06-14,"Potenzial",176,"Combined","Late",0.403666666666667,1506.49583333333,63.1193941835707,"Potenzial.Combined.Late.176"
2021-06-14,"Potenzial",176,"Combined","Late",0.403666666666667,1506.49583333333,63.1193941835707,"Potenzial.Combined.Late.176"
2021-06-14,"Potenzial",176,"Combined","Late",0.403666666666667,1506.49583333333,63.1193941835707,"Potenzial.Combined.Late.176"
2021-06-14,"Potenzial",176,"Split","Early",0.436333333333333,1679.35416666667,64.2582786127199,"Potenzial.Split.Early.176"
2021-06-14,"Potenzial",176,"Split","Early",0.436333333333333,1679.35416666667,64.2582786127199,"Potenzial.Split.Early.176"
2021-06-14,"Potenzial",176,"Split","Early",0.436333333333333,1679.35416666667,64.2582786127199,"Potenzial.Split.Early.176"
2021-06-14,"Potenzial",176,"Split","Late",0.400666666666667,1506.49583333333,63.1193941835707,"Potenzial.Split.Late.176"
2021-06-14,"Potenzial",176,"Split","Late",0.400666666666667,1506.49583333333,63.1193941835707,"Potenzial.Split.Late.176"
2021-06-14,"Potenzial",176,"Split","Late",0.400666666666667,1506.49583333333,63.1193941835707,"Potenzial.Split.Late.176"
2021-06-14,"Potenzial",220,"Combined","Early",0.424,1679.35416666667,64.2582786127199,"Potenzial.Combined.Early.220"
2021-06-14,"Potenzial",220,"Combined","Early",0.424,1679.35416666667,64.2582786127199,"Potenzial.Combined.Early.220"
2021-06-14,"Potenzial",220,"Combined","Early",0.424,1679.35416666667,64.2582786127199,"Potenzial.Combined.Early.220"
2021-06-14,"Potenzial",220,"Combined","Late",0.406,1506.49583333333,63.1193941835707,"Potenzial.Combined.Late.220"
2021-06-14,"Potenzial",220,"Combined","Late",0.406,1506.49583333333,63.1193941835707,"Potenzial.Combined.Late.220"
2021-06-14,"Potenzial",220,"Combined","Late",0.406,1506.49583333333,63.1193941835707,"Potenzial.Combined.Late.220"
2021-06-14,"Potenzial",220,"Split","Early",0.375333333333333,1679.35416666667,64.2582786127199,"Potenzial.Split.Early.220"
2021-06-14,"Potenzial",220,"Split","Early",0.375333333333333,1679.35416666667,64.2582786127199,"Potenzial.Split.Early.220"
2021-06-14,"Potenzial",220,"Split","Early",0.375333333333333,1679.35416666667,64.2582786127199,"Potenzial.Split.Early.220"
2021-06-14,"Potenzial",220,"Split","Late",0.388,1506.49583333333,63.1193941835707,"Potenzial.Split.Late.220"
2021-06-14,"Potenzial",220,"Split","Late",0.388,1506.49583333333,63.1193941835707,"Potenzial.Split.Late.220"
2021-06-14,"Potenzial",220,"Split","Late",0.388,1506.49583333333,63.1193941835707,"Potenzial.Split.Late.220"
2021-06-14,"Torrild",176,"Combined","Early",0.449666666666667,1679.35416666667,64.7132944483202,"Torrild.Combined.Early.176"
2021-06-14,"Torrild",176,"Combined","Early",0.449666666666667,1679.35416666667,64.7132944483202,"Torrild.Combined.Early.176"
2021-06-14,"Torrild",176,"Combined","Early",0.449666666666667,1679.35416666667,64.7132944483202,"Torrild.Combined.Early.176"
2021-06-14,"Torrild",176,"Combined","Late",0.475666666666667,1506.49583333333,62.974464728406,"Torrild.Combined.Late.176"
2021-06-14,"Torrild",176,"Combined","Late",0.475666666666667,1506.49583333333,62.974464728406,"Torrild.Combined.Late.176"
2021-06-14,"Torrild",176,"Combined","Late",0.475666666666667,1506.49583333333,62.974464728406,"Torrild.Combined.Late.176"
2021-06-14,"Torrild",176,"Split","Early",0.454333333333333,1679.35416666667,64.7132944483202,"Torrild.Split.Early.176"
2021-06-14,"Torrild",176,"Split","Early",0.454333333333333,1679.35416666667,64.7132944483202,"Torrild.Split.Early.176"
2021-06-14,"Torrild",176,"Split","Early",0.454333333333333,1679.35416666667,64.7132944483202,"Torrild.Split.Early.176"
2021-06-14,"Torrild",176,"Split","Late",0.453666666666667,1506.49583333333,62.974464728406,"Torrild.Split.Late.176"
2021-06-14,"Torrild",176,"Split","Late",0.453666666666667,1506.49583333333,62.974464728406,"Torrild.Split.Late.176"
2021-06-14,"Torrild",176,"Split","Late",0.453666666666667,1506.49583333333,62.974464728406,"Torrild.Split.Late.176"
2021-06-14,"Torrild",220,"Combined","Early",0.444,1679.35416666667,64.7132944483202,"Torrild.Combined.Early.220"
2021-06-14,"Torrild",220,"Combined","Early",0.444,1679.35416666667,64.7132944483202,"Torrild.Combined.Early.220"
2021-06-14,"Torrild",220,"Combined","Early",0.444,1679.35416666667,64.7132944483202,"Torrild.Combined.Early.220"
2021-06-14,"Torrild",220,"Combined","Late",0.452,1506.49583333333,62.974464728406,"Torrild.Combined.Late.220"
2021-06-14,"Torrild",220,"Combined","Late",0.452,1506.49583333333,62.974464728406,"Torrild.Combined.Late.220"
2021-06-14,"Torrild",220,"Combined","Late",0.452,1506.49583333333,62.974464728406,"Torrild.Combined.Late.220"
2021-06-14,"Torrild",220,"Split","Early",0.486666666666667,1679.35416666667,64.7132944483202,"Torrild.Split.Early.220"
2021-06-14,"Torrild",220,"Split","Early",0.486666666666667,1679.35416666667,64.7132944483202,"Torrild.Split.Early.220"
2021-06-14,"Torrild",220,"Split","Early",0.486666666666667,1679.35416666667,64.7132944483202,"Torrild.Split.Early.220"
2021-06-14,"Torrild",220,"Split","Late",0.449,1506.49583333333,62.974464728406,"Torrild.Split.Late.220"
2021-06-14,"Torrild",220,"Split","Late",0.449,1506.49583333333,62.974464728406,"Torrild.Split.Late.220"
2021-06-14,"Torrild",220,"Split","Late",0.449,1506.49583333333,62.974464728406,"Torrild.Split.Late.220"
2021-06-17,"Alves",176,"Combined","Early",0.545666666666667,1744.225,68.2337445125726,"Alves.Combined.Early.176"
2021-06-17,"Alves",176,"Combined","Early",0.545666666666667,1744.225,68.2337445125726,"Alves.Combined.Early.176"
2021-06-17,"Alves",176,"Combined","Early",0.545666666666667,1744.225,68.2337445125726,"Alves.Combined.Early.176"
2021-06-17,"Alves",176,"Combined","Late",0.490666666666667,1571.36666666667,67.6676703421167,"Alves.Combined.Late.176"
2021-06-17,"Alves",176,"Combined","Late",0.490666666666667,1571.36666666667,67.6676703421167,"Alves.Combined.Late.176"
2021-06-17,"Alves",176,"Combined","Late",0.490666666666667,1571.36666666667,67.6676703421167,"Alves.Combined.Late.176"
2021-06-17,"Alves",176,"Split","Early",0.516333333333333,1744.225,68.2337445125726,"Alves.Split.Early.176"
2021-06-17,"Alves",176,"Split","Early",0.516333333333333,1744.225,68.2337445125726,"Alves.Split.Early.176"
2021-06-17,"Alves",176,"Split","Early",0.516333333333333,1744.225,68.2337445125726,"Alves.Split.Early.176"
2021-06-17,"Alves",176,"Split","Late",0.442333333333333,1571.36666666667,67.6676703421167,"Alves.Split.Late.176"
2021-06-17,"Alves",176,"Split","Late",0.442333333333333,1571.36666666667,67.6676703421167,"Alves.Split.Late.176"
2021-06-17,"Alves",176,"Split","Late",0.442333333333333,1571.36666666667,67.6676703421167,"Alves.Split.Late.176"
2021-06-17,"Alves",220,"Combined","Early",0.515333333333333,1744.225,68.2337445125726,"Alves.Combined.Early.220"
2021-06-17,"Alves",220,"Combined","Early",0.515333333333333,1744.225,68.2337445125726,"Alves.Combined.Early.220"
2021-06-17,"Alves",220,"Combined","Early",0.515333333333333,1744.225,68.2337445125726,"Alves.Combined.Early.220"
2021-06-17,"Alves",220,"Combined","Late",0.507333333333333,1571.36666666667,67.6676703421167,"Alves.Combined.Late.220"
2021-06-17,"Alves",220,"Combined","Late",0.507333333333333,1571.36666666667,67.6676703421167,"Alves.Combined.Late.220"
2021-06-17,"Alves",220,"Combined","Late",0.507333333333333,1571.36666666667,67.6676703421167,"Alves.Combined.Late.220"
2021-06-17,"Alves",220,"Split","Early",0.486333333333333,1744.225,68.2337445125726,"Alves.Split.Early.220"
2021-06-17,"Alves",220,"Split","Early",0.486333333333333,1744.225,68.2337445125726,"Alves.Split.Early.220"
2021-06-17,"Alves",220,"Split","Early",0.486333333333333,1744.225,68.2337445125726,"Alves.Split.Early.220"
2021-06-17,"Alves",220,"Split","Late",0.499,1571.36666666667,67.6676703421167,"Alves.Split.Late.220"
2021-06-17,"Alves",220,"Split","Late",0.499,1571.36666666667,67.6676703421167,"Alves.Split.Late.220"
2021-06-17,"Alves",220,"Split","Late",0.499,1571.36666666667,67.6676703421167,"Alves.Split.Late.220"
2021-06-17,"Apertus",176,"Combined","Early",0.503333333333333,1744.225,67.091506542421,"Apertus.Combined.Early.176"
2021-06-17,"Apertus",176,"Combined","Early",0.503333333333333,1744.225,67.091506542421,"Apertus.Combined.Early.176"
2021-06-17,"Apertus",176,"Combined","Early",0.503333333333333,1744.225,67.091506542421,"Apertus.Combined.Early.176"
2021-06-17,"Apertus",176,"Combined","Late",0.491333333333333,1571.36666666667,66.9974865421529,"Apertus.Combined.Late.176"
2021-06-17,"Apertus",176,"Combined","Late",0.491333333333333,1571.36666666667,66.9974865421529,"Apertus.Combined.Late.176"
2021-06-17,"Apertus",176,"Combined","Late",0.491333333333333,1571.36666666667,66.9974865421529,"Apertus.Combined.Late.176"
2021-06-17,"Apertus",176,"Split","Early",0.503,1744.225,67.091506542421,"Apertus.Split.Early.176"
2021-06-17,"Apertus",176,"Split","Early",0.503,1744.225,67.091506542421,"Apertus.Split.Early.176"
2021-06-17,"Apertus",176,"Split","Early",0.503,1744.225,67.091506542421,"Apertus.Split.Early.176"
2021-06-17,"Apertus",176,"Split","Late",0.508666666666667,1571.36666666667,66.9974865421529,"Apertus.Split.Late.176"
2021-06-17,"Apertus",176,"Split","Late",0.508666666666667,1571.36666666667,66.9974865421529,"Apertus.Split.Late.176"
2021-06-17,"Apertus",176,"Split","Late",0.508666666666667,1571.36666666667,66.9974865421529,"Apertus.Split.Late.176"
2021-06-17,"Apertus",220,"Combined","Early",0.481666666666667,1744.225,67.091506542421,"Apertus.Combined.Early.220"
2021-06-17,"Apertus",220,"Combined","Early",0.481666666666667,1744.225,67.091506542421,"Apertus.Combined.Early.220"
2021-06-17,"Apertus",220,"Combined","Early",0.481666666666667,1744.225,67.091506542421,"Apertus.Combined.Early.220"
2021-06-17,"Apertus",220,"Combined","Late",0.498666666666667,1571.36666666667,66.9974865421529,"Apertus.Combined.Late.220"
2021-06-17,"Apertus",220,"Combined","Late",0.498666666666667,1571.36666666667,66.9974865421529,"Apertus.Combined.Late.220"
