source,pic_name,detect.width,detect.length,detect.area,detect.cx,detect.cy,detect.class,confidence,truth.cx,truth.cy,truth.class,truth.width,truth.length,truth.angle,truth.area
240pictures.csv,T32L75_W3_A4_R5_P266_g97_4,17.3732335892879,18.3909110089883,319.509592878961,207.9080136,29.38534362,hair,0.379979,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P266_g97_4,23.3168032367792,20.8573845391159,486.327531332407,1999.061208,255.394944,hair,0.293023,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P266_g97_4,25.3250360590423,42.6015532623179,1078.88587253941,1756.118232,581.607864,hair,0.259205,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,29.6290366239167,50.0676334373905,1483.45574478928,1930.068,316.101204,hair,0.781853,1930.8897,310.0492,hair,18.87068,63.74476,0.975125,1202.9069676368
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,34.443962797328,36.0815613939592,1242.79195832304,2548.348128,1346.887764,blurry.complete,0.581415,2553.041,1344.4101,blurry.incomplete,30.3672,34.83296,0,1057.779462912
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,56.136510268084,55.7228490094683,3128.08628558691,412.26732,343.263258,complete,0.545969,412.582,343.3689,complete,70,37.2,0,2604
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,50.8932529770682,54.8246055967269,2790.20252200221,2015.864496,1390.170924,blurry.complete,0.522522,2022.082,1388.8689,blurry.complete,68.8,36,0,2476.8
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,57.1303538781179,57.8288944058992,3303.78520178933,2195.264592,148.345911,complete,0.498915,2198.582,147.3689,blurry.complete,74.8,40.4,0.04852,3021.92
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,52.2601172629791,50.0011002003216,2613.06335974678,343.50804,1312.92414,blurry.complete,0.917954,344.082,1312.8689,blurry.complete,60.8,28.8,0,1751.04
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,48.7141454902164,59.8227053934446,2914.21197415461,2143.625472,878.034816,blurry.complete,0.915844,2150.082,872.8689,blurry.complete,74.4,29.6,0,2202.24
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,50.561781235629,49.8640855898883,2521.21698711061,1087.074432,1367.174376,blurry.complete,0.913848,1090.582,1367.8689,blurry.complete,58.8,33.6,0,1975.68
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,52.3173186477687,53.6937728305956,2809.11422257917,2128.819968,418.53105,complete,0.909504,2131.582,417.3689,blurry.complete,69.2,37.2,0,2574.24
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,51.1212786618225,50.8352084568203,2598.76085735294,572.2812,1371.028356,blurry.complete,0.908249,576.9432,1370.2243,blurry.complete,64.5278,31.62276,0.038976,2040.547132728
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,52.2075623782872,62.2434701136038,3249.57984859703,1512.874584,870.11982,blurry.complete,0.905748,1517.582,860.3689,blurry.complete,75.6,26.8,0,2026.08
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,57.1759550076331,59.5349596846828,3403.96817631267,295.8086952,872.0055,blurry.complete,0.905642,295.082,863.3689,blurry.complete,76,31.6,0,2401.6
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,57.1592494681765,50.5315510466394,2888.34553228876,163.544184,1366.709274,blurry.complete,0.905327,165.082,1364.3689,blurry.complete,65.6,34.8,0.041084,2282.88
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,50.4674405543238,47.7762365850388,2411.14437976475,1313.727336,1311.055956,blurry.complete,0.904113,1316.082,1310.8689,blurry.complete,60,33.6,0,2016
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,53.47199582259,50.1904071722834,2683.78124265043,526.248576,1697.983884,blurry.complete,0.90286,527.082,1691.3689,blurry.complete,64.8,37.2,0,2410.56
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,50.3395269407353,45.2975155268194,2280.2555032107,1533.217896,1379.101788,blurry.complete,0.900557,1537.0959,1377.7936,blurry.complete,59.14384,32.79976,0.060314,1939.9037574784
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,47.4994317731146,51.6686116122349,2454.22969208691,1017.07812,1816.463394,blurry.complete,0.900481,1020.582,1811.8689,blurry.complete,67.6,28.8,0,1946.88
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,54.8960277411677,58.7651842302789,3225.97518372022,773.220816,1314.597924,blurry.complete,0.893733,775.8072,1313.3096,blurry.complete,63.76292,34.021,0.03833,2169.27830132
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,48.9040779996494,53.2043991711275,2601.9120869893,1822.737816,1330.439094,blurry.complete,0.892615,1827.082,1327.8689,blurry.complete,67.2,32.8,0,2204.16
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,49.76194334515,52.4065897091099,2607.85374801725,338.3539128,1815.21972,blurry.complete,0.881727,340.582,1808.3689,blurry.complete,74,27.6,0,2042.4
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,52.6459178928772,56.9389610748279,2997.60386965112,918.1512,143.4402756,blurry.complete,0.881547,917.082,141.3689,blurry.complete,68,34.8,0,2366.4
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,57.914349526153,51.3587538343812,2974.408820792,1276.039008,343.730304,complete,0.876271,1280.8061,341.1697,complete,68.22228,38.5784,0.077728,2631.906406752
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,39.4979117167252,31.9924976126399,1263.63684630159,349.014744,200.3575338,hair,0.872436,355.082,197.8689,hair,48,25.6,0.283274,1228.8
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,47.1980397706349,52.8494227934862,2494.38915886206,1660.954896,1826.739378,blurry.complete,0.871917,1664.582,1822.8689,blurry.complete,71.6,31.2,0,2233.92
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,48.2456995954694,63.2830551980494,3053.1352705686,873.822168,856.831608,blurry.complete,0.846495,877.582,853.8689,blurry.complete,82,31.2,0,2558.4
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,57.4149291030449,56.9959209787001,3272.41676215481,1608.03792,416.855808,complete,0.830741,1613.582,413.8689,complete,74.8,37.6,3.125059,2812.48
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,39.4763991236146,51.3049433789059,2025.33442184014,2396.564496,278.305956,hair,0.82506,2398.1837,281.6399,hair,69.58684,23.61508,2.958948,1643.2987935472
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,39.9878636092901,48.343309221094,1933.14565555484,59.79344184,890.416152,hair,0.810404,66.541,888.402,hair,25.68856,47.52848,0.801046,1220.9382101888
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,55.2024632551355,56.4335966176824,3115.27354364275,1785.190752,144.8869032,complete,0.80496,1785.582,144.8689,complete,70.8,36,0,2548.8
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,54.9705461520855,57.6591016514299,3169.55230841772,127.965744,141.1734258,complete,0.790681,129.582,138.8689,blurry.complete,70.8,34.4,0,2435.52
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,60.7244108938572,56.7416808870377,3445.6051449926,1213.941816,1699.043364,blurry.complete,0.775357,1222.082,1697.8689,blurry.complete,76.8,40,0,3072
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,54.7984437884712,59.3682013167495,3253.28504267854,1057.889808,414.263484,blurry.complete,0.772802,1059.7887,410.5277,complete,74.94472,36.4752,0.029542,2733.623650944
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,50.9640877572031,55.699341566101,2838.6661315932,693.037296,413.569962,blurry.complete,0.772036,693.582,410.8689,complete,70.8,36,0,2548.8
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,47.833258912786,41.019780581612,1962.10978510592,2520.475056,1729.593324,complete,0.769898,2525.541,1733.5679,blurry.incomplete,52.3672,30.95924,0,1621.248712928
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,38.2215096031243,79.9658785220576,3056.41659385309,1908.0846,849.299094,hair,0.730684,1915.582,840.8689,hair,31.6,71.2,0.410858,2249.92
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,53.3689033467039,51.1448046300933,2729.5421349895,2496.08952,423.197622,blurry.complete,0.727098,2501.082,421.8689,blurry.complete,70.4,40,0,2816
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,55.7623722977484,54.9873786529643,3066.22668012386,570.996216,143.21448,blurry.complete,0.720262,570.582,143.3689,complete,67.6,35.6,0.023393,2406.56
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,51.215871596933,55.5339456301777,2844.21942866624,2397.993984,1406.441232,complete,0.706287,2403.082,1404.8689,blurry.complete,69.6,31.2,0,2171.52
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,28.2209252878179,36.6685550574646,1034.82055268894,36.041932368,1697.700546,blurry.complete,0.702782,30.541,1696.5902,blurry.incomplete,24.4328,32.57704,0,795.948302912
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,45.4130252623405,51.0165294672751,2316.8149414943,2443.223088,1847.150892,blurry.complete,0.702593,2451.582,1845.8689,blurry.complete,75.6,30.4,0,2298.24
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,53.8242689911011,54.9137096989852,2955.69028213741,1406.881872,148.1852394,complete,0.699741,1408.582,146.3689,blurry.complete,69.2,37.2,0,2574.24
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,48.7399685403446,59.5587186325017,2902.89007245137,2007.612864,1711.556406,blurry.complete,0.668873,2012.082,1709.3689,complete,72.8,31.6,0,2300.48
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,42.8630265856185,66.3336427166977,2843.26069128673,773.960832,853.569576,hair,0.654964,774.082,848.8689,hair,33.6,76.8,0.722843,2580.48
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,22.6648930939644,26.9471173902831,610.753534841274,2084.087232,249.503652,hair,0.648886,2057.082,187.3689,hair,24.8,52.4,1.123316,1299.52
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,52.0724055110513,57.7083660437878,3005.0134380123,155.2547088,408.341574,blurry.complete,0.612579,156.082,404.8689,blurry.complete,75.2,35.2,0,2647.04
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,37.1624435045081,31.5454753456001,1172.30694535372,627.41952,1274.830974,hair,0.879491,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,24.4893427684441,24.843583337811,608.403027956059,1633.846464,1457.961606,hair,0.827878,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,19.7553791708527,12.1939207077563,240.895527161038,2121.944688,603.80154,hair,0.789661,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,22.8371002121126,12.857125187947,293.619456356822,2560.175424,364.46841,hair,0.773312,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,32.183320974657,23.7113837799735,763.111074944163,1064.635488,1218.002508,hair,0.745575,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,14.2815907792763,19.4469818586199,277.733836796819,1568.964816,303.655716,hair,0.723064,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,16.3206497986402,24.3051229234389,396.675399546349,1671.738912,194.28336,hair,0.699214,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,26.4312732531252,33.6642964961249,889.790219563303,273.3041736,1921.427244,hair,0.679865,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,37.7213883499793,46.530555150016,1755.19714095389,2481.099984,1148.746536,hair,0.676375,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,69.9491921041298,47.9901221367543,3356.87027244448,566.648784,1105.816698,hair,0.652534,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,26.0606662580176,29.6072893457849,771.585686445059,338.046048,569.52396,hair,0.651388,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,16.409353577803,16.9813339898543,278.652713662283,385.381152,113.3327214,hair,0.650254,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,25.8535248251307,40.2109249080202,1039.59414535097,2442.965184,783.598212,hair,0.637368,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,25.9231157077785,15.0489025235126,390.114441392097,761.747976,1896.577578,hair,0.573884,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,40.9312078031044,38.4339769883625,1573.1490988104,1162.40832,195.7179834,hair,0.547734,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,22.0294385647793,30.0325122287684,661.599383089636,1707.16572,1924.62318,hair,0.531142,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,18.2084658226417,12.0780436581802,219.922645154347,2400.2244,1927.452672,hair,0.44704,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,26.0277898852505,16.1931472517964,421.471834250678,852.283296,756.012852,hair,0.348492,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,52.6103424919457,32.6965249479452,1720.17537580784,1086.699888,1103.792508,hair,0.324035,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,22.1185375105725,48.3887211822855,1070.28774455902,939.575376,1925.159238,hair,0.301696,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,42.2145201227293,47.0967226871525,1988.1655475914,1769.371776,1132.832466,hair,0.30089,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P266_g97_8,20.2232274988949,35.4376070728996,716.662789851693,2568.964896,993.778632,hair,0.289682,,,,,,,
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,53.5653984435741,53.7184301792387,2877.44911631423,1423.171296,240.6721572,complete,0.618835,1429.7551,239.2857,complete,69.6,37.6,0,2616.96
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,54.3802842898408,51.9238430560122,2823.63334680702,1878.39,240.5308284,complete,0.609856,1880.7551,235.2857,complete,68,37.6,0,2556.8
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,48.0487093352156,56.8436456192254,2731.26380591216,1604.245176,1122.190524,complete,0.608788,1608.4237,1121.9661,complete,72,31.2,0,2246.4
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,46.4841276440968,56.0627473014679,2606.02790164018,1182.160656,1123.497864,complete,0.528325,1187.9237,1122.9661,complete,73.2,34.4,3.128624,2518.08
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,50.5595520425223,49.7298530188607,2514.31909177407,1522.04508,740.942964,complete,0.935756,1522.6937,742.1514,complete,62.68844,37.76668,0.033607,2367.5342531792
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,38.4421414177411,57.2914601354272,2202.40641255497,1488.847392,937.414296,hair,0.916299,1490.4237,941.4661,hair,80,30.8,0.080645,2464
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,25.6185094771712,15.3424623137164,393.051016187085,994.431816,1334.182752,hair,0.904066,995.093,1335.1989,hair,22.5466,24.55548,2.650279,553.642585368
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,52.992397593614,49.4927919752233,2622.74171036906,1024.892352,236.4950358,complete,0.903892,1025.8983,235.6389,complete,63.3892,37.92632,0.067532,2404.119083744
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,42.4625495664773,61.8537139469364,2626.46639434249,898.699536,545.22882,hair,0.89974,900.9237,543.9661,hair,83.6,28.8,0.09622,2407.68
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,41.4875616515795,70.1386442246877,2909.88132642993,963.819,354.35232,hair,0.892055,951.1763,360.7025,hair,79.45672,30.3898,2.651547,2414.673829456
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,20.6770261574594,15.7062655694738,324.758864016014,653.504112,1884.118968,hair,0.884557,653.4237,1883.9661,hair,22.4,16.8,0,376.32
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,47.0923754262688,53.6614551911712,2527.04539378253,2476.795968,1126.775448,blurry.complete,0.882144,2485.4237,1125.9661,blurry.complete,73.6,33.6,0,2472.96
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,42.9482723483523,49.0463492114273,2106.45596362478,2353.026672,1666.841976,blurry.complete,0.878544,2355.9237,1667.9661,blurry.complete,70.8,29.6,0,2095.68
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,50.5265949798727,53.4599634952021,2701.14992316086,564.826608,754.350732,complete,0.870869,567.2551,752.2857,blurry.complete,68.4,35.2,0,2407.68
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,51.5277757813864,47.6638098037019,2456.0101044518,191.382264,759.930498,blurry.complete,0.867221,194.2551,760.2857,blurry.complete,65.2,38.4,0,2503.68
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,40.2374008587329,68.454029233422,2754.41221466062,2254.065408,362.346534,hair,0.857889,2252.4976,357.432,hair,30.39112,81.10324,1.29118,2464.8182992288
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,40.564765974396,53.7212855815174,2179.19137745794,1413.069624,349.618194,hair,0.835266,1406.5868,350.1349,hair,33.3622,65.4646,1.086755,2184.04307812
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,43.5281862763297,49.230447032636,2142.91206890356,369.109872,1131.73119,blurry.complete,0.83494,370.9237,1132.4661,blurry.complete,74,34,0,2516
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,32.5981229794639,67.2162229095757,2191.1227006214,2504.320416,1381.178466,hair,0.824803,2499.8086,1375.9661,hair,26.7218,71.68136,0.936578,1915.454965648
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,23.3423618715404,28.6109944839524,667.848186749064,2008.74168,206.4321936,hair,0.822,2011.1388,206.2181,hair,21.29184,36.89616,0.386153,785.5871353344
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,49.0254471676047,51.4993040065482,2524.77640774144,600.703776,249.21594,complete,0.807283,601.2551,247.2857,complete,67.6,36,3.10544,2433.6
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,48.0204545879195,50.4391088807858,2422.1089374649,2462.167368,746.5203,blurry.complete,0.802083,2467.9237,743.9661,blurry.complete,73.2,36.8,0,2693.76
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,44.7358637488795,53.0456020364991,2373.04082518211,1800.728496,1678.238676,blurry.complete,0.799603,1800.9237,1678.4661,complete,70,32.4,0,2268
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,45.8837257383417,49.3843007674352,2265.93571219277,2424.891816,245.50047,blurry.complete,0.789869,2425.7551,242.2857,blurry.complete,64.8,32,0,2073.6
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,24.9068237867419,21.5108358276084,535.766597463777,1947.075408,1362.432474,hair,0.789645,1947.8798,1363.6259,hair,14.64044,28.68576,2.455821,419.9721481344
240pictures.csv,T32L75_W3_A4_R5_P267_g44_3,45.1800292622093,29.3870278758224,1327.70677935902,327.70656,64.5050304,hair,0.784101,304.9237,56.0741,hair,64.4,27.2,0.297061,1751.68
